folio,provincia,comuna,expr,pobreza_multi,s13,s16,s17,s19a,s19b,s19c,s19d,s19e,s2,v2,v3,v4,v5,v6,v7,v12,v13
114850301,51,5109,76,0,2,5,,,,,,,,2,1,1,1,1,1,5,1
114850501,51,5109,132,0,2,5,,,,,,,,1,1,1,1,1,2,4,2
114850601,51,5109,84,0,2,2,1,,2,2,2,2,,1,1,1,1,1,1,6,1
114860101,162,16201,36,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
114860201,162,16201,67,0,1,5,,,,,,,,1,1,1,1,1,1,4,2
114860301,162,16201,57,0,2,5,,,,,,,,2,1,1,1,1,1,4,1
114860401,162,16201,93,0,1,2,2,,,,,,,4,1,2,1,3,1,2,3
114860501,162,16201,37,1,1,2,1,1,1,1,2,2,,3,1,1,1,3,1,2,3
114860701,162,16201,60,0,1,5,,,,,,,,2,2,2,2,3,2,5,3
114860801,162,16201,52,0,1,2,1,2,2,2,2,2,,3,2,1,1,4,1,3,9
114910101,81,8102,50,0,1,5,,,,,,,,2,1,2,1,4,1,3,3
114910201,81,8102,52,1,1,5,,,,,,,,3,2,2,2,3,1,2,1
114910301,81,8102,50,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,2,3,1
114910401,81,8102,122,0,1,5,,,,,,,,2,1,2,1,3,1,4,3
114910501,81,8102,80,0,1,2,1,2,2,2,2,2,,3,1,2,1,3,1,3,1
114910601,81,8102,57,1,1,-88,,,,,,,,2,1,2,1,3,1,3,1
114910701,81,8102,59,1,1,5,,,,,,,,3,2,1,2,4,3,3,9
114910801,81,8102,62,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
115000101,131,13128,144,0,1,5,,,,,,,,2,1,2,1,3,1,4,2
115000201,131,13128,144,0,1,2,1,2,2,1,2,2,,2,2,2,1,3,1,4,1
115000301,131,13128,195,1,1,5,,,,,,,,2,2,2,1,3,2,4,2
115000401,131,13128,189,0,1,5,,,,,,,,2,1,2,1,4,1,3,1
115000501,131,13128,220,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,4,1
115000601,131,13128,185,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
115000801,131,13128,226,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
115010101,81,8106,76,1,1,5,,,,,,,,2,1,2,1,1,3,3,1
115010301,81,8106,64,1,1,5,,,,,,,,3,1,1,1,3,3,4,1
115010501,81,8106,104,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
115010601,81,8106,71,0,1,5,,,,,,,,2,1,2,1,3,2,3,1
115010701,81,8106,90,0,1,4,1,1,2,2,1,1,,2,1,2,2,3,2,4,1
115010801,81,8106,83,0,1,5,,,,,,,,3,1,2,1,3,2,3,1
115030101,42,4201,97,0,1,5,,,,,,,,3,1,2,2,3,1,2,2
115030201,42,4201,136,0,1,1,1,2,1,2,2,2,,2,2,2,1,3,2,3,1
115030501,42,4201,71,0,1,5,,,,,,,,2,1,1,1,3,1,4,1
115030701,42,4201,77,0,1,5,,,,,,,,2,1,2,2,3,2,2,2
115030801,42,4201,103,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
115060201,57,5701,113,0,1,2,1,2,1,2,2,2,,2,1,2,1,3,1,4,1
115060301,57,5701,92,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
115060401,57,5701,94,0,1,2,1,2,2,2,2,1,,2,2,5,2,3,2,3,3
115060501,57,5701,101,1,1,5,,,,,,,,2,1,2,1,3,2,3,1
115060701,57,5701,92,0,4,5,,,,,,,,2,1,2,1,3,1,2,2
115060801,57,5701,138,0,1,2,1,2,2,2,2,2,,1,1,2,1,1,1,5,2
115090101,131,13110,23,0,1,5,,,,,,,,2,1,2,1,4,1,6,2
115090201,131,13110,11,0,4,5,,,,,,,,3,1,1,1,3,1,4,3
115090701,131,13110,15,1,2,5,,,,,,,,3,1,5,2,1,2,6,3
115090801,131,13110,32,0,1,5,,,,,,,,2,1,1,1,3,1,6,2
115091001,131,13110,24,0,2,5,,,,,,,,1,1,1,1,1,1,4,1
115091101,131,13110,15,0,1,4,1,2,2,2,2,2,,3,1,1,1,3,1,4,1
115091201,131,13110,12,0,4,5,,,,,,,,2,1,1,1,1,1,6,1
115110101,141,14101,35,0,1,5,,,,,,,,3,1,2,1,3,1,5,1
115110201,141,14101,46,1,1,5,,,,,,,,3,1,2,1,3,1,5,1
115110401,141,14101,39,0,2,5,,,,,,,,3,1,2,2,3,1,6,1
115110501,141,14101,33,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
115110601,141,14101,33,0,1,2,1,2,2,2,2,2,,3,1,2,1,3,1,4,1
115110801,141,14101,33,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
115130101,91,9102,54,,1,5,,,,,,,,3,1,2,1,3,1,2,9
115130201,91,9102,42,0,1,5,,,,,,,,3,2,2,2,3,2,2,9
115130401,91,9102,52,,1,2,1,2,1,1,2,2,,3,2,1,2,3,2,2,3
115130501,91,9102,51,0,1,2,1,1,2,2,2,2,,3,2,1,1,3,2,1,2
115130601,91,9102,31,1,1,1,1,1,1,1,2,2,,3,1,1,1,3,1,2,3
115130701,91,9102,44,0,1,5,,,,,,,,3,1,1,1,3,1,2,1
115130801,91,9102,43,1,1,2,1,1,2,2,2,2,,3,1,1,1,3,1,2,1
115210101,82,8206,59,0,1,5,,,,,,,,3,2,1,2,3,1,2,3
115210201,82,8206,69,0,1,5,,,,,,,,3,2,1,2,3,1,3,1
115210301,82,8206,56,1,1,5,,,,,,,,3,1,2,1,3,1,3,1
115210401,82,8206,66,1,1,2,1,2,2,2,2,2,,4,2,1,1,3,1,2,1
115210501,82,8206,79,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115210601,82,8206,51,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115210801,82,8206,69,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115220101,41,4104,21,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
115220201,41,4104,13,,1,5,,,,,,,,2,1,2,1,3,1,2,1
115220301,41,4104,14,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
115220401,41,4104,12,0,1,5,,,,,,,,2,1,2,1,4,1,2,1
115220501,41,4104,15,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
115220601,41,4104,14,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
115220701,41,4104,29,0,1,5,,,,,,,,3,2,1,2,4,2,2,3
115220801,41,4104,13,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
115220901,41,4104,13,0,1,5,,,,,,,,2,1,2,1,4,2,2,1
115221001,41,4104,16,,1,5,,,,,,,,2,3,5,3,4,3,3,1
115270201,31,3101,24,0,1,5,,,,,,,,1,2,1,2,4,2,3,1
115270301,31,3101,29,,1,2,1,2,1,2,2,1,,1,1,1,1,4,1,4,9
115270401,31,3101,40,0,1,5,,,,,,,,1,2,1,2,4,2,3,1
115270501,31,3101,29,,1,2,1,2,2,2,2,2,,1,2,2,2,4,2,3,2
115270801,31,3101,34,0,1,2,1,2,2,2,2,2,,1,1,2,1,4,1,4,3
115270901,31,3101,34,1,1,2,2,,,,,,,1,3,2,3,3,3,3,3
115271001,31,3101,31,0,1,5,,,,,,,,1,1,1,2,2,2,4,1
115271101,31,3101,39,0,1,5,,,,,,,,1,2,2,2,2,1,3,1
115271201,31,3101,33,0,1,5,,,,,,,,1,1,2,2,2,2,3,3
115300501,134,13403,280,0,1,5,,,,,,,,4,1,1,1,3,1,4,2
115320101,161,16101,39,0,1,5,,,,,,,,3,1,2,2,3,1,4,1
115320201,161,16101,53,0,1,2,1,2,2,2,2,2,,3,2,1,1,3,1,3,2
115320301,161,16101,39,0,1,5,,,,,,,,1,1,1,1,3,1,4,1
115320401,161,16101,43,0,1,5,,,,,,,,2,2,2,2,3,1,3,3
115320501,161,16101,40,0,1,5,,,,,,,,3,1,2,1,4,3,3,2
115320601,161,16101,39,0,1,5,,,,,,,,3,2,1,2,3,1,2,1
115320701,161,16101,52,0,1,5,,,,,,,,2,1,2,1,3,1,4,2
115320801,161,16101,41,0,1,2,2,,,,,,,2,1,2,1,3,1,4,1
115350101,124,12401,22,0,1,5,,,,,,,,3,2,1,1,3,1,3,1
115350201,124,12401,31,0,1,2,1,2,1,1,2,2,,3,1,2,1,3,1,3,1
115350301,124,12401,27,0,1,5,,,,,,,,3,2,1,2,3,2,3,2
115350401,124,12401,19,0,1,2,1,2,2,2,2,2,,3,1,1,1,3,1,4,1
115350701,124,12401,27,0,1,2,1,2,2,2,2,2,,3,1,1,1,3,1,4,2
115350801,124,12401,25,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
115350901,124,12401,26,0,1,5,,,,,,,,3,1,1,1,4,2,3,1
115351001,124,12401,29,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
115351101,124,12401,30,0,1,5,,,,,,,,3,2,2,2,3,2,4,1
115351201,124,12401,34,0,1,5,,,,,,,,3,2,2,1,3,1,3,1
115390101,91,9118,73,0,1,5,,,,,,,,3,2,4,1,3,1,4,1
115390301,91,9118,70,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115390401,91,9118,74,0,1,5,,,,,,,,3,2,5,1,3,1,3,1
115390501,91,9118,58,1,1,5,,,,,,,,3,3,1,3,3,3,1,1
115390601,91,9118,82,0,1,5,,,,,,,,3,3,1,2,3,3,3,1
115390701,91,9118,148,0,2,5,,,,,,,,3,1,2,1,3,1,5,1
115390801,91,9118,77,,1,5,,,,,,,,4,2,2,2,3,2,3,1
115430301,136,13601,252,0,1,5,,,,,,,,2,1,2,2,3,1,3,1
115430401,136,13601,407,0,1,5,,,,,,,,3,1,4,1,3,1,4,2
115430601,136,13601,285,0,1,2,1,2,2,2,2,2,,4,1,2,1,3,1,2,2
115430801,136,13601,238,0,1,5,,,,,,,,2,1,2,1,3,1,4,3
115450101,131,13105,301,0,1,5,,,,,,,,1,1,2,1,2,1,3,1
115450401,131,13105,173,0,1,2,1,2,2,2,2,2,,3,3,1,3,4,3,3,1
115450501,131,13105,273,1,1,5,,,,,,,,3,2,2,2,3,2,2,1
115450601,131,13105,253,1,1,-88,,,,,,,,2,2,2,2,3,2,3,1
115450801,131,13105,220,1,1,5,,,,,,,,3,1,2,1,4,2,3,3
115460201,11,1107,89,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
115460401,11,1107,69,0,1,2,1,2,1,1,2,2,,1,2,1,2,2,2,3,2
115460701,11,1107,174,0,1,5,,,,,,,,1,2,1,2,2,3,3,2
115460901,11,1107,109,0,1,5,,,,,,,,1,1,1,1,2,1,4,1
115461101,11,1107,164,0,3,1,1,2,2,2,2,2,,3,1,1,1,2,1,3,2
115480201,131,13128,271,0,2,5,,,,,,,,2,1,2,1,1,1,3,1
115480401,131,13128,152,1,1,2,1,2,2,2,2,1,,2,1,2,1,3,2,4,1
115480501,131,13128,191,0,1,5,,,,,,,,2,2,2,2,3,2,3,2
115480601,131,13128,135,0,1,5,,,,,,,,2,1,2,1,3,2,3,10
115480701,131,13128,201,0,1,5,,,,,,,,2,1,2,1,1,1,4,1
115480801,131,13128,186,1,1,5,,,,,,,,2,1,2,1,3,3,3,1
115520101,63,6302,50,0,1,5,,,,,,,,2,2,1,2,3,2,2,3
115520201,63,6302,39,0,1,5,,,,,,,,2,1,2,1,3,1,2,1
115520401,63,6302,58,0,1,5,,,,,,,,2,1,2,1,1,1,4,3
115520501,63,6302,71,1,1,2,1,2,2,2,2,2,,5,3,5,3,3,2,3,3
115520601,63,6302,42,1,1,5,,,,,,,,2,1,4,3,3,1,4,1
115520701,63,6302,95,0,1,5,,,,,,,,3,1,2,1,3,1,1,1
115520801,63,6302,52,0,1,5,,,,,,,,2,1,2,1,3,1,3,3
115520901,63,6302,43,0,1,5,,,,,,,,2,1,2,1,3,1,4,3
115521001,63,6302,45,1,1,5,,,,,,,,2,1,2,1,3,1,3,1
115550101,131,13113,193,0,2,2,2,,,,,,,2,1,1,1,1,1,4,1
115550201,131,13113,269,0,2,5,,,,,,,,1,1,1,1,1,1,6,1
115550601,131,13113,224,0,2,5,,,,,,,,1,1,2,1,1,1,5,1
115550701,131,13113,264,0,2,5,,,,,,,,1,1,1,1,1,1,5,1
115560101,53,5301,24,0,1,5,,,,,,,,1,1,2,1,3,1,3,2
115560301,53,5301,15,0,1,5,,,,,,,,1,2,2,2,3,1,3,1
115560401,53,5301,27,0,3,5,,,,,,,,1,2,2,2,3,2,3,1
115560701,53,5301,26,0,2,2,1,2,2,2,2,2,,1,2,2,2,3,1,3,1
115690101,61,6106,90,0,1,5,,,,,,,,2,1,1,1,4,1,4,1
115690201,61,6106,77,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
115690301,61,6106,91,0,2,5,,,,,,,,2,1,2,1,4,2,3,1
115690401,61,6106,72,0,1,5,,,,,,,,2,1,2,1,4,1,4,2
115690501,61,6106,64,0,1,2,1,2,2,2,2,2,,2,2,2,2,4,2,3,2
115690601,61,6106,122,0,1,5,,,,,,,,2,1,2,1,3,1,3,2
115690701,61,6106,116,0,1,5,,,,,,,,2,1,2,1,3,1,5,2
115690801,61,6106,129,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,1,2,2
115690802,61,6106,87,0,1,5,,,,,,,,2,1,2,1,3,1,2,2
115740101,74,7402,106,0,1,5,,,,,,,,2,1,2,1,3,1,3,2
115740401,74,7402,74,0,1,5,,,,,,,,3,1,2,2,3,1,4,1
115740501,74,7402,80,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115740701,74,7402,69,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115760101,55,5502,94,0,1,5,,,,,,,,2,2,2,1,3,1,2,1
115760201,55,5502,124,0,1,5,,,,,,,,1,1,2,1,3,1,3,1
115760301,55,5502,118,0,1,5,,,,,,,,2,2,1,2,3,3,3,9
115760401,55,5502,89,0,1,5,,,,,,,,2,1,2,1,3,1,2,9
115760501,55,5502,100,1,1,2,1,2,1,2,1,1,,2,1,2,1,3,1,2,1
115760601,55,5502,96,0,1,5,,,,,,,,1,1,1,1,3,1,3,1
115760801,55,5502,108,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
115770101,91,9101,46,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
115770201,91,9101,40,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115770301,91,9101,45,0,1,2,1,2,2,2,2,2,,3,2,2,1,3,1,4,1
115770401,91,9101,52,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
115770601,91,9101,60,0,1,5,,,,,,,,3,2,1,3,3,2,3,2
115770701,91,9101,43,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115770801,91,9101,46,0,1,5,,,,,,,,3,2,2,1,3,1,2,3
115800101,51,5102,89,0,1,2,1,2,2,1,2,2,,2,1,2,1,4,1,3,1
115800501,51,5102,74,0,1,5,,,,,,,,2,1,2,1,2,1,3,1
115800801,51,5102,76,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
115820301,61,6108,103,0,1,2,1,2,1,1,1,1,,1,1,2,1,1,1,6,1
115820701,61,6108,116,0,2,5,,,,,,,,1,1,2,1,1,1,6,1
115830101,151,15101,19,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
115830201,151,15101,27,0,2,5,,,,,,,,2,2,2,2,4,2,4,2
115830301,151,15101,22,0,1,5,,,,,,,,2,1,2,1,4,1,4,2
115830401,151,15101,18,0,1,5,,,,,,,,2,2,2,2,4,1,4,3
115830501,151,15101,20,1,1,5,,,,,,,,2,2,2,2,4,1,4,1
115830601,151,15101,17,0,1,5,,,,,,,,2,1,2,1,4,1,4,3
115830602,151,15101,13,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
115830701,151,15101,15,0,1,5,,,,,,,,2,1,2,2,4,1,4,1
115830801,151,15101,39,0,1,5,,,,,,,,2,1,2,1,4,2,4,2
115830901,151,15101,22,0,1,5,,,,,,,,2,1,2,1,2,1,5,1
115831001,151,15101,23,0,1,5,,,,,,,,2,1,2,1,4,1,4,1
115831201,151,15101,16,0,1,5,,,,,,,,2,2,2,2,4,2,4,1
115840101,131,13105,231,0,1,5,,,,,,,,2,2,2,2,3,2,3,1
115840201,131,13105,172,0,1,2,1,2,2,2,2,2,,2,3,2,2,2,2,2,1
115840301,131,13105,194,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
115840401,131,13105,151,0,1,2,2,,,,,,,2,1,2,1,2,1,2,1
115840501,131,13105,207,0,1,5,,,,,,,,2,1,2,1,3,2,2,2
115840601,131,13105,261,1,1,5,,,,,,,,2,2,2,3,2,2,3,10
115840701,131,13105,133,0,1,5,,,,,,,,2,2,2,2,2,2,3,1
115840801,131,13105,210,0,1,5,,,,,,,,2,1,2,1,2,1,2,1
115870201,41,4101,50,0,1,5,,,,,,,,2,1,2,1,3,1,2,3
115870301,41,4101,61,0,1,5,,,,,,,,1,1,1,1,2,1,4,2
115870401,41,4101,59,0,1,5,,,,,,,,1,1,2,1,2,1,4,1
115870701,41,4101,90,0,1,5,,,,,,,,2,1,2,1,3,1,2,2
115890101,102,10203,108,0,4,5,,,,,,,,3,2,1,1,3,1,5,1
115890301,102,10203,86,0,1,5,,,,,,,,3,2,1,1,3,1,6,1
115890601,102,10203,142,0,1,5,,,,,,,,3,1,1,1,3,1,3,1
115890701,102,10203,61,0,1,2,1,2,2,2,2,2,,3,2,1,2,3,1,4,1
115890801,102,10203,160,0,1,5,,,,,,,,3,1,1,1,3,1,3,9
115891001,102,10203,99,0,1,5,,,,,,,,3,3,1,2,3,3,2,1
115900201,62,6205,136,1,4,5,,,,,,,,3,1,2,2,3,1,3,1
115900301,62,6205,132,1,1,2,1,2,2,2,2,2,,3,3,2,1,3,3,4,1
115900401,62,6205,102,1,4,5,,,,,,,,3,2,2,1,3,1,3,1
115910101,81,8107,72,0,1,5,,,,,,,,1,1,2,1,2,1,2,1
115910201,81,8107,68,0,1,5,,,,,,,,1,2,2,2,2,2,2,1
115910301,81,8107,66,0,1,5,,,,,,,,1,1,2,2,2,1,2,1
115910401,81,8107,130,1,1,5,,,,,,,,1,2,2,2,2,2,2,2
115910501,81,8107,56,0,1,5,,,,,,,,1,2,2,1,2,1,2,3
115910701,81,8107,98,0,1,5,,,,,,,,1,2,2,2,2,1,2,1
115910801,81,8107,91,0,1,5,,,,,,,,1,2,2,1,2,2,2,1
115920101,91,9101,119,0,1,2,1,2,1,2,2,2,,3,1,1,1,3,1,5,1
115920201,91,9101,109,,1,5,,,,,,,,3,2,2,2,3,1,3,9
115920401,91,9101,161,0,1,5,,,,,,,,4,1,2,1,3,1,3,1
115920701,91,9101,131,0,1,2,1,2,1,2,1,1,,3,1,2,1,3,1,3,1
115920801,91,9101,122,0,1,5,,,,,,,,3,1,2,1,3,1,3,1
115921001,91,9101,141,0,1,5,,,,,,,,3,1,2,1,3,2,3,1
115940101,41,4104,15,0,1,2,1,1,2,2,2,2,,3,2,2,2,3,2,3,1
115940201,41,4104,19,0,1,5,,,,,,,,3,2,1,2,3,2,3,1
115940301,41,4104,20,0,1,5,,,,,,,,3,2,2,1,3,1,3,1
115940401,41,4104,21,1,1,5,,,,,,,,3,3,1,3,4,2,3,2
115940501,41,4104,17,1,1,5,,,,,,,,4,1,1,3,3,1,3,1
115940601,41,4104,13,0,1,2,1,2,2,2,2,1,,3,2,2,1,3,1,3,1
115940701,41,4104,15,1,1,3,1,2,2,2,2,2,,3,3,1,3,3,2,2,1
115940801,41,4104,14,0,1,2,2,,,,,,,2,2,1,2,4,2,3,1
115950101,162,16205,78,0,1,4,1,2,1,1,2,2,,3,1,2,1,3,1,2,3
115950201,162,16205,37,0,1,5,,,,,,,,3,1,2,1,3,1,5,2
115950301,162,16205,63,0,1,5,,,,,,,,3,2,2,2,3,1,3,3
115950401,162,16205,65,,1,5,,,,,,,,3,2,2,1,3,1,3,2
115950501,162,16205,47,1,1,5,,,,,,,,3,1,2,1,3,1,2,1
115950601,162,16205,51,1,1,2,1,2,2,2,2,2,,3,1,1,2,3,1,3,1
115950701,162,16205,32,0,1,2,1,2,2,1,1,2,,3,1,2,1,3,1,3,1
115950801,162,16205,50,0,1,5,,,,,,,,3,1,2,1,3,1,3,2
115970201,101,10101,83,0,1,5,,,,,,,,2,1,1,1,3,1,3,1
115970501,101,10101,44,0,1,2,1,2,2,2,2,1,,3,1,4,1,3,1,5,1
115970601,101,10101,73,0,1,2,2,,,,,,,1,1,1,1,3,1,2,1
115970801,101,10101,80,0,1,5,,,,,,,,3,1,2,1,3,1,4,1
116040101,81,8101,96,0,1,5,,,,,,,,3,1,1,1,3,1,4,1
116040201,81,8101,43,0,1,5,,,,,,,,3,2,1,3,3,2,3,1
116040301,81,8101,55,0,1,2,1,2,2,2,2,2,,2,2,2,1,3,1,4,3
116040401,81,8101,98,0,1,5,,,,,,,,3,1,1,1,3,1,3,2
116040601,81,8101,60,0,1,2,1,1,2,2,2,2,,3,2,2,2,3,2,4,1
116040701,81,8101,73,0,1,5,,,,,,,,3,2,1,2,3,2,5,2
116040801,81,8101,74,0,1,5,,,,,,,,3,2,1,2,3,2,3,2
116060201,11,1101,35,0,1,5,,,,,,,,1,1,2,1,2,1,3,1
116060301,11,1101,52,0,1,5,,,,,,,,1,1,2,2,2,2,3,2
116060401,11,1101,22,0,1,2,1,,2,2,1,2,,1,1,2,1,2,1,3,2
116060501,11,1101,28,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
116060601,11,1101,22,1,1,5,,,,,,,,1,2,2,1,2,1,3,2
116060701,11,1101,45,0,2,1,1,2,2,2,2,2,,1,1,2,1,2,1,3,1
116060801,11,1101,32,1,1,2,1,2,2,2,2,2,,1,1,2,1,2,1,3,2
116060901,11,1101,26,1,1,2,1,1,1,1,2,2,,1,1,2,1,2,1,3,2
116061001,11,1101,28,0,1,5,,,,,,,,1,1,2,1,2,1,3,1
116061101,11,1101,60,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
116061201,11,1101,36,0,1,2,1,2,1,1,2,2,,1,2,2,2,2,1,3,2
116070101,101,10101,69,0,1,5,,,,,,,,2,2,1,2,3,2,4,2
116070401,101,10101,70,0,1,5,,,,,,,,3,2,3,2,3,2,3,2
116070501,101,10101,83,0,1,5,,,,,,,,3,2,3,1,3,1,3,2
116070601,101,10101,78,1,1,5,,,,,,,,3,1,2,1,3,2,4,1
116070701,101,10101,79,0,1,5,,,,,,,,3,2,3,2,3,2,3,3
116070801,101,10101,83,0,1,5,,,,,,,,3,1,3,1,3,2,3,3
116090101,91,9101,95,0,1,5,,,,,,,,3,1,2,2,3,2,4,2
116090201,91,9101,70,0,1,5,,,,,,,,3,1,2,1,3,1,3,3
116090301,91,9101,64,0,1,5,,,,,,,,3,1,2,1,3,1,4,3
116090401,91,9101,65,,1,5,,,,,,,,3,2,2,2,3,2,4,1
116090501,91,9101,58,0,1,5,,,,,,,,3,1,1,1,3,1,3,2
116090701,91,9101,55,0,1,2,1,2,2,2,2,2,,3,3,1,3,3,1,4,3
116090801,91,9101,121,0,1,5,,,,,,,,3,3,1,2,3,3,4,2
116100101,57,5704,27,0,1,5,,,,,,,,3,2,2,1,3,1,4,1
116100201,57,5704,25,0,1,5,,,,,,,,2,1,2,1,4,1,5,1
116100401,57,5704,24,0,1,2,1,2,2,2,2,2,,2,1,1,2,4,2,3,1
116100501,57,5704,21,1,1,2,2,,,,,,,3,2,1,3,3,3,3,10
116100601,57,5704,24,0,1,5,,,,,,,,1,2,2,1,4,3,4,2
116100901,57,5704,27,0,1,5,,,,,,,,3,1,1,1,3,1,4,3
116101001,57,5704,24,0,1,5,,,,,,,,2,1,2,1,4,1,2,3
116110101,92,9202,115,0,1,2,1,,2,2,2,2,,3,2,2,2,3,2,3,10
116110201,92,9202,80,0,1,2,1,2,1,1,2,2,,3,2,2,2,3,1,2,10
116110301,92,9202,75,0,1,2,1,2,2,2,2,2,,3,3,1,3,3,1,3,1
116110501,92,9202,53,1,1,4,1,2,2,2,2,2,,4,2,2,2,3,3,3,1
116110601,92,9202,63,0,1,1,1,2,2,2,2,2,,3,1,1,1,3,1,4,1
116110801,92,9202,51,,1,2,1,2,1,1,2,2,,4,3,1,3,3,2,3,1
116150101,142,14202,31,0,1,5,,,,,,,,3,1,2,1,3,1,2,1
116150201,142,14202,19,0,2,2,1,1,2,2,1,2,,3,2,4,1,3,1,4,1
116150301,142,14202,49,0,1,5,,,,,,,,3,1,2,2,3,2,3,1
116150501,142,14202,26,0,1,2,1,2,2,2,2,2,,3,1,3,1,3,1,3,3
116150601,142,14202,28,0,1,2,1,2,2,2,2,1,,3,1,2,1,3,2,4,1
116150701,142,14202,51,0,1,5,,,,,,,,3,2,2,3,3,3,3,2
116150801,142,14202,31,0,1,5,,,,,,,,3,2,2,2,3,2,3,2
116160101,41,4102,100,0,4,5,,,,,,,,3,1,2,1,4,1,4,1
116160201,41,4102,110,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
116160301,41,4102,112,0,1,5,,,,,,,,3,2,1,2,3,2,1,3
116160601,41,4102,125,0,1,5,,,,,,,,3,2,2,2,3,2,3,1
116160801,41,4102,157,0,2,5,,,,,,,,3,2,2,2,3,2,4,2
116160901,41,4102,89,0,1,1,1,2,2,2,2,1,,5,2,1,2,3,3,2,1
116170101,132,13201,387,0,2,5,,,,,,,,2,2,1,3,3,1,3,1
116170201,132,13201,183,0,1,5,,,,,,,,2,1,2,1,3,1,3,1
116170401,132,13201,255,0,1,2,1,1,2,1,1,1,,2,1,2,1,3,1,3,1
116170501,132,13201,216,0,3,5,,,,,,,,2,1,2,1,3,1,4,1
116170601,132,13201,386,0,2,5,,,,,,,,2,2,1,3,3,1,3,1
116170701,132,13201,254,0,1,2,1,1,1,1,1,1,,2,1,2,1,3,1,4,1
116170801,132,13201,239,0,1,2,2,,,,,,,1,1,2,1,3,1,3,1
116190101,131,13106,214,0,2,5,,,,,,,,2,1,1,1,3,2,4,1
116190201,131,13106,287,0,1,5,,,,,,,,1,1,2,1,2,1,3,2
116190301,131,13106,216,0,1,5,,,,,,,,2,1,1,2,2,1,3,2
116190401,131,13106,270,0,1,5,,,,,,,,2,2,1,1,2,1,3,2
116190501,131,13106,244,0,1,5,,,,,,,,2,1,2,2,3,1,4,1
116190601,131,13106,229,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,2,4,1
116190602,131,13106,187,0,1,2,1,2,2,2,2,2,,2,1,2,1,3,2,4,3
116190701,131,13106,261,0,1,2,1,2,1,2,2,2,,2,2,2,1,3,2,5,3
116200101,83,8313,56,0,1,2,1,2,1,2,2,2,,3,1,1,2,3,1,2,1
116200201,83,8313,106,0,1,2,1,2,2,2,2,2,,3,1,2,1,3,1,3,1
116200301,83,8313,148,1,1,5,,,,,,,,3,2,1,2,3,3,1,3
116200501,83,8313,83,0,1,2,1,2,2,2,2,2,,2,1,2,1,1,1,4,1
116200601,83,8313,83,0,3,2,1,2,2,2,2,1,,3,2,2,1,3,1,4,1
116200801,83,8313,66,0,1,2,1,2,2,2,2,2,,3,1,1,1,3,1,3,1
116260101,73,7305,38,0,2,5,,,,,,,,1,1,1,1,1,1,6,1
116260201,73,7305,47,0,1,5,,,,,,,,3,2,5,3,3,2,3,3
116260301,73,7305,42,1,1,5,,,,,,,,3,2,1,2,3,1,1,1
116260401,73,7305,44,0,1,5,,,,,,,,2,2,2,1,3,1,3,1
116260501,73,7305,47,0,1,5,,,,,,,,2,1,1,1,3,1,4,2
116260601,73,7305,47,0,1,5,,,,,,,,2,1,1,2,4,2,4,3
116260701,73,7305,41,0,1,5,,,,,,,,2,1,2,1,3,1,4,1
116260901,73,7305,42,0,1,5,,,,,,,,2,3,5,3,3,1,3,1
